name;id;name_type;class;mass;fall;year;lat;long;geolocation
Abbott;5;Valid;H3-6;21100;Found;1951;36.3;-10.428.333;(36.3, -104.28333)
Abernathy;7;Valid;L6;2914;Found;1941;33.85;-101.8;(33.85, -101.8)
Abo;8;Valid;H;1.2;Found;1840;6.043.333;22.3;(60.43333, 22.3)
Abu Moharek;9;Valid;H4;4500;Found;1997;2.723.944;2.983.583;(27.23944, 29.83583)
Acfer 001;11;Valid;L6;6700;Found;1989;27.5;361.667;(27.5, 3.61667)
Acfer 002;12;Valid;H5;228;Found;1989;2.761.667;3.85;(27.61667, 3.85)
Acfer 003;13;Valid;H5;145;Found;1989;2.781.667;403.333;(27.81667, 4.03333)
Acfer 004;14;Valid;L6;1020;Found;1989;2.758.333;381.667;(27.58333, 3.81667)
Acfer 005;15;Valid;H3.9/4;115;Found;1989;27.6;383.333;(27.6, 3.83333)
Acfer 006;16;Valid;H3.9/4;561;Found;1989;2.763.333;396.667;(27.63333, 3.96667)
Acfer 007;17;Valid;L5;542;Found;1989;2.751.667;3.65;(27.51667, 3.65)
Acfer 008;18;Valid;H5;205;Found;1989;2.753.333;3.7;(27.53333, 3.7)
Acfer 009;19;Valid;L6;127;Found;1989;2.773.333;408.333;(27.73333, 4.08333)
Acfer 010;20;Valid;L6;276;Found;1989;27.75;4.1;(27.75, 4.1)
Acfer 011;21;Valid;H5;3800;Found;1989;27.75;416.667;(27.75, 4.16667)
Acfer 012;22;Valid;H6;98;Found;1989;27.8;416.667;(27.8, 4.16667)
Acfer 013;23;Valid;H5;490;Found;1989;2.783.333;428.333;(27.83333, 4.28333)
Acfer 014;24;Valid;H5;307;Found;1989;27.8;446.667;(27.8, 4.46667)
Acfer 015;25;Valid;L6;98;Found;1989;2.778.333;428.333;(27.78333, 4.28333)
Acfer 016;26;Valid;H4-5;111;Found;1989;2.771.667;448.333;(27.71667, 4.48333)
Acfer 017;27;Valid;L5;446;Found;1989;2.773.333;4.4;(27.73333, 4.4)
Acfer 018;28;Valid;H5;207;Found;1989;27.7;408.333;(27.7, 4.08333)
Acfer 019;29;Valid;L6;581;Found;1989;27.7;406.667;(27.7, 4.06667)
Acfer 020;30;Valid;H5;708;Found;1989;27.7;406.667;(27.7, 4.06667)
Acfer 021;31;Valid;H6;2140;Found;1989;27.55;361.667;(27.55, 3.61667)
Acfer 022;32;Valid;H3.7;192;Found;1989;2.751.667;383.333;(27.51667, 3.83333)
Acfer 023;33;Valid;H3.8;118;Found;1989;2.751.667;391.667;(27.51667, 3.91667)
Acfer 024;34;Valid;H5;1464;Found;1989;27.55;393.333;(27.55, 3.93333)
Acfer 025;35;Valid;H5;920;Found;1989;2.758.333;396.667;(27.58333, 3.96667)
Acfer 026;36;Valid;H5/6;88;Found;1989;2.761.667;4.05;(27.61667, 4.05)
Acfer 027;37;Valid;H5;206;Found;1989;2.766.667;4.2;(27.66667, 4.2)
Acfer 028;38;Valid;H3.8;3130;Found;1989;2.766.667;4.25;(27.66667, 4.25)
Acfer 029;39;Valid;H4;98;Found;1989;2.768.333;433.333;(27.68333, 4.33333)
Acfer 030;40;Valid;LL6;123;Found;1989;2.768.333;441.667;(27.68333, 4.41667)
Acfer 031;41;Valid;H5;2016;Found;1989;2.766.667;4.35;(27.66667, 4.35)
Acfer 032;42;Valid;L6;495;Found;1989;27.65;446.667;(27.65, 4.46667)
Acfer 033;43;Valid;L6;93;Found;1989;27.65;443.333;(27.65, 4.43333)
Acfer 034;44;Valid;L6;184;Found;1989;2.763.333;4.35;(27.63333, 4.35)
Acfer 035;45;Valid;H6;36;Found;1989;27.6;4.3;(27.6, 4.3)
Acfer 036;46;Valid;L5/6;112;Found;1989;2.758.333;4.25;(27.58333, 4.25)
Acfer 037;47;Valid;LL4-6;385;Found;1989;27.55;413.333;(27.55, 4.13333)
Acfer 038;48;Valid;H5;962;Found;1989;2.753.333;4;(27.53333, 4.0)
Acfer 039;49;Valid;L3.8;225;Found;1989;2.753.333;391.667;(27.53333, 3.91667)
Acfer 040;50;Valid;L5-6;146;Found;1989;2.746.667;378.333;(27.46667, 3.78333)
Acfer 041;51;Valid;L/LL6;134;Found;1989;2.743.333;371.667;(27.43333, 3.71667)
Acfer 042;52;Valid;H5;246;Found;1989;2.746.667;383.333;(27.46667, 3.83333)
Acfer 043;53;Valid;H4;120;Found;1989;2.751.667;391.667;(27.51667, 3.91667)
Acfer 044;54;Valid;L6;195;Found;1989;27.55;4;(27.55, 4.0)
Acfer 046;56;Valid;H5;1066;Found;1989;2.778.333;4.7;(27.78333, 4.7)
Acfer 047;57;Valid;L4;1440;Found;1989;2.783.333;4.7;(27.83333, 4.7)
Acfer 048;58;Valid;H4-5;115;Found;1989;27.55;408.333;(27.55, 4.08333)
Acfer 049;59;Valid;H5;82.9;Found;1989;2.741.667;371.667;(27.41667, 3.71667)
Acfer 050;60;Valid;H6;1394;Found;1989;27.65;4.5;(27.65, 4.5)
Acfer 051;61;Valid;L5;905;Found;1989;2.761.667;441.667;(27.61667, 4.41667)
Acfer 052;62;Valid;L5;58;Found;1989;27.75;4.15;(27.75, 4.15)
Acfer 053;63;Valid;H6;1937;Found;1989;2.773.333;4.05;(27.73333, 4.05)
Acfer 054;64;Valid;H5;2051;Found;1989;27.7;393.333;(27.7, 3.93333)
Acfer 055;65;Valid;H5;1338;Found;1989;27.5;398.333;(27.5, 3.98333)
Acfer 056;66;Valid;L4;129;Found;1989;2.746.667;388.333;(27.46667, 3.88333)
Acfer 058;67;Valid;LL5-6;277;Found;1989;2.738.333;371.667;(27.38333, 3.71667)
Acfer 059;68;Valid;CR2;281;Found;1989;2.751.667;406.667;(27.51667, 4.06667)
Acfer 060;69;Valid;H4;226;Found;1989;2.756.667;416.667;(27.56667, 4.16667)
Acfer 061;70;Valid;H4-5;105;Found;1989;27.6;4.25;(27.6, 4.25)
Acfer 062;71;Valid;H5;283;Found;1989;27.6;441.667;(27.6, 4.41667)
Acfer 063;72;Valid;Mesosiderite;716;Found;1989;2.761.667;456.667;(27.61667, 4.56667)
Acfer 064;73;Valid;L5;854;Found;1989;2.761.667;456.667;(27.61667, 4.56667)
Acfer 065;74;Valid;H4-5;1539;Found;1989;27.5;428.333;(27.5, 4.28333)
Acfer 066;75;Valid;LL3.8-6;517;Found;1990;2.763.333;406.667;(27.63333, 4.06667)
Acfer 067;76;Valid;H5;383;Found;1990;2.771.667;478.333;(27.71667, 4.78333)
Acfer 068;77;Valid;L6;1805;Found;1990;27.55;3.7;(27.55, 3.7)
Acfer 069;78;Valid;L6;941;Found;1990;2.753.333;383.333;(27.53333, 3.83333)
Acfer 070;79;Valid;H4/5;138;Found;1990;2.768.333;448.333;(27.68333, 4.48333)
Acfer 071;80;Valid;L6;1379;Found;1990;2.763.333;428.333;(27.63333, 4.28333)
Acfer 072;81;Valid;L5/6;162;Found;1990;2.763.333;4.25;(27.63333, 4.25)
Acfer 073;82;Valid;H5;2010;Found;1990;2.753.333;3.85;(27.53333, 3.85)
Acfer 074;83;Valid;L6;384;Found;1990;2.748.333;383.333;(27.48333, 3.83333)
Acfer 075;84;Valid;H5;1453;Found;1990;2.751.667;373.333;(27.51667, 3.73333)
Acfer 076;85;Valid;H5;183;Found;1990;27.7;4.35;(27.7, 4.35)
Acfer 077;86;Valid;L6;2538;Found;1990;2.763.333;451.667;(27.63333, 4.51667)
Acfer 078;87;Valid;H5;105;Found;1990;2.756.667;4.15;(27.56667, 4.15)
Acfer 079;88;Valid;L6;387;Found;1990;27.5;368.333;(27.5, 3.68333)
Acfer 080;89;Valid;L3.9;574;Found;1990;2.763.333;451.667;(27.63333, 4.51667)
Acfer 081;90;Valid;LL5-6;110;Found;1990;2.753.333;386.667;(27.53333, 3.86667)
Acfer 082;91;Valid;CV3;208;Found;1990;27.5;348.333;(27.5, 3.48333)
Acfer 083;92;Valid;L6;690;Found;1990;2.748.333;363.333;(27.48333, 3.63333)
Acfer 084;93;Valid;H5;6300;Found;1990;27.55;386.667;(27.55, 3.86667)
Acfer 085;94;Valid;H5;293;Found;1990;2.758.333;3.95;(27.58333, 3.95)
Acfer 086;95;Valid;CV3;173;Found;1990;2.766.667;418.333;(27.66667, 4.18333)
Acfer 087;96;Valid;CR2;163;Found;1990;27.7;426.667;(27.7, 4.26667)
Acfer 088;97;Valid;L6;200;Found;1990;27.75;443.333;(27.75, 4.43333)
Acfer 089;98;Valid;H5;682;Found;1990;2.763.333;4.3;(27.63333, 4.3)
Acfer 090;99;Valid;H5;290;Found;1990;27.5;383.333;(27.5, 3.83333)
Acfer 091;100;Valid;LL5-6;3487;Found;1990;27.45;411.667;(27.45, 4.11667)
Acfer 092;101;Valid;H5;244;Found;1990;2.766.667;451.667;(27.66667, 4.51667)
Acfer 093;102;Valid;L5;420;Found;1990;2.771.667;413.333;(27.71667, 4.13333)
Acfer 094;103;Valid;C2-ung;82;Found;1990;2.773.333;443.333;(27.73333, 4.43333)
Acfer 095;104;Valid;H3.7;104;Found;1990;2.771.667;438.333;(27.71667, 4.38333)
Acfer 096;105;Valid;L4-5;572;Found;1990;2.761.667;4.2;(27.61667, 4.2)
Acfer 097;106;Valid;CR2;63;Found;1990;2.751.667;396.667;(27.51667, 3.96667)
Acfer 098;107;Valid;H5;5500;Found;1990;2.746.667;388.333;(27.46667, 3.88333)
Acfer 099;108;Valid;H5;313;Found;1990;27.45;383.333;(27.45, 3.83333)
Acfer 100;109;Valid;H6;140;Found;1990;2.746.667;3.95;(27.46667, 3.95)
Acfer 101;110;Valid;L6;452;Found;1990;2.753.333;416.667;(27.53333, 4.16667)
Acfer 102;111;Valid;L3-5;346;Found;1990;2.766.667;446.667;(27.66667, 4.46667)
Acfer 103;112;Valid;H5;665;Found;1990;27.8;4.5;(27.8, 4.5)
Acfer 104;113;Valid;H4/5;992;Found;1990;2.763.333;436.667;(27.63333, 4.36667)
Acfer 105;114;Valid;L6;392;Found;1990;27.55;413.333;(27.55, 4.13333)
Acfer 106;115;Valid;LL6;1390;Found;1990;27.5;3.9;(27.5, 3.9)
Acfer 107;116;Valid;L6;105;Found;1990;27.45;3.75;(27.45, 3.75)
Acfer 108;117;Valid;H6;828;Found;1990;27.5;388.333;(27.5, 3.88333)
Acfer 109;118;Valid;H4/5;236;Found;1990;27.55;376.667;(27.55, 3.76667)
Acfer 110;119;Valid;L6;107;Found;1990;2.748.333;3.8;(27.48333, 3.8)
Acfer 111;120;Valid;H3-6;987;Found;1990;2.748.333;3.8;(27.48333, 3.8)
Acfer 112;121;Valid;LL4/5;216;Found;1990;27.65;403.333;(27.65, 4.03333)
Acfer 113;122;Valid;LL6;2906;Found;1990;2.756.667;403.333;(27.56667, 4.03333)
Acfer 114;123;Valid;CR2;43;Found;1990;27.6;396.667;(27.6, 3.96667)
Acfer 115;124;Valid;H6;287;Found;1990;2.773.333;416.667;(27.73333, 4.16667)
Acfer 116;125;Valid;L6;345;Found;1990;2.773.333;416.667;(27.73333, 4.16667)
Acfer 117;126;Valid;H4;178;Found;1990;2.773.333;4.2;(27.73333, 4.2)
Acfer 118;127;Valid;L6;752;Found;1990;2.766.667;4.2;(27.66667, 4.2)
Dominion Range 03241;32593;Valid;LL6;95;Found;2002;NA;NA;NA
Acfer 119;128;Valid;H3.8;121;Found;1990;27.65;423.333;(27.65, 4.23333)
Acfer 120;129;Valid;LL6;861;Found;1990;27.65;4.3;(27.65, 4.3)
Acfer 121;130;Valid;L5-6;427;Found;1990;2.768.333;433.333;(27.68333, 4.33333)
Acfer 122;131;Valid;L4/5;235;Found;1990;27.5;366.667;(27.5, 3.66667)
Acfer 123;132;Valid;H3.9;452;Found;1990;2.746.667;376.667;(27.46667, 3.76667)
Acfer 124;133;Valid;LL5-6;542;Found;1990;27.6;4.05;(27.6, 4.05)
Acfer 125;134;Valid;L6;3380;Found;1990;2.768.333;4.35;(27.68333, 4.35)
Acfer 126;135;Valid;LL5-6;280;Found;1990;2.751.667;3.8;(27.51667, 3.8)
Acfer 127;136;Valid;L6;699;Found;1990;27.7;4.3;(27.7, 4.3)
Acfer 128;137;Valid;L6;163;Found;1990;27.5;4.3;(27.5, 4.3)
Acfer 129;138;Valid;H3.7;162;Found;1990;27.6;4.2;(27.6, 4.2)
Acfer 130;139;Valid;H5;400;Found;1990;2.758.333;4;(27.58333, 4.0)
Acfer 131;140;Valid;LL6;171;Found;1990;2.758.333;396.667;(27.58333, 3.96667)
Acfer 132;141;Valid;H6;1621;Found;1990;27.5;376.667;(27.5, 3.76667)
Acfer 133;142;Valid;L3-5;362;Found;1990;27.5;383.333;(27.5, 3.83333)
Acfer 134;143;Valid;L5;1161;Found;1990;2.776.667;453.333;(27.76667, 4.53333)
Acfer 135;144;Valid;H5;124;Found;1990;27.55;403.333;(27.55, 4.03333)
Acfer 136;145;Valid;H5;324;Found;1990;2.746.667;4.05;(27.46667, 4.05)
Acfer 137;146;Valid;H4/5;106;Found;1990;2.758.333;408.333;(27.58333, 4.08333)
Acfer 138;147;Valid;L5;941;Found;1990;2.766.667;408.333;(27.66667, 4.08333)
Acfer 139;148;Valid;CR2;143;Found;1990;2.756.667;408.333;(27.56667, 4.08333)
Acfer 140;149;Valid;L5;171;Found;1990;2.756.667;408.333;(27.56667, 4.08333)
Acfer 141;150;Valid;H5;58;Found;1990;2.758.333;3.85;(27.58333, 3.85)
Acfer 142;151;Valid;L5;91;Found;1990;2.756.667;4.35;(27.56667, 4.35)
Acfer 143;152;Valid;L6;417;Found;1990;2.766.667;4.45;(27.66667, 4.45)
Acfer 144;153;Valid;L6;186;Found;1990;2.766.667;428.333;(27.66667, 4.28333)
Acfer 145;154;Valid;L6;869;Found;1990;2.766.667;428.333;(27.66667, 4.28333)
Acfer 146;155;Valid;H5;200;Found;1990;2.763.333;408.333;(27.63333, 4.08333)
Acfer 147;156;Valid;L6;140;Found;1990;27.6;411.667;(27.6, 4.11667)
Acfer 148;157;Valid;H5;157;Found;1990;2.758.333;406.667;(27.58333, 4.06667)
Acfer 149;158;Valid;L/LL6;394;Found;1990;2.758.333;4.05;(27.58333, 4.05)
Acfer 150;159;Valid;H5;251;Found;1990;2.756.667;381.667;(27.56667, 3.81667)
Acfer 151;160;Valid;H5;218;Found;1990;2.746.667;371.667;(27.46667, 3.71667)
Acfer 152;161;Valid;H5;157;Found;1990;2.743.333;3.75;(27.43333, 3.75)
Acfer 153;162;Valid;H3.6-6;211;Found;1990;2.753.333;3.95;(27.53333, 3.95)
Acfer 154;163;Valid;H5;95;Found;1990;27.55;401.667;(27.55, 4.01667)
Acfer 155;164;Valid;L6;206;Found;1990;2.766.667;4.25;(27.66667, 4.25)
Acfer 156;165;Valid;L6;240;Found;1990;2.766.667;423.333;(27.66667, 4.23333)
Acfer 157;166;Valid;L6;1072;Found;1990;2.766.667;423.333;(27.66667, 4.23333)
Acfer 158;167;Valid;H4/5;422;Found;1990;2.766.667;421.667;(27.66667, 4.21667)
Acfer 159;168;Valid;H3.8;123;Found;1990;27.5;393.333;(27.5, 3.93333)
Acfer 160;169;Valid;LL3.8-6;433;Found;1990;2.746.667;371.667;(27.46667, 3.71667)
Acfer 161;170;Valid;H5;604;Found;1990;27.75;443.333;(27.75, 4.43333)
Acfer 162;171;Valid;H3-6;1281;Found;1990;2.766.667;401.667;(27.66667, 4.01667)
Acfer 163;172;Valid;H3.8-5;125;Found;1990;27.7;4.35;(27.7, 4.35)
Acfer 164;173;Valid;H5;43;Found;1990;2.753.333;418.333;(27.53333, 4.18333)
Acfer 165;174;Valid;H5-6;84;Found;1990;2.756.667;433.333;(27.56667, 4.33333)
Acfer 166;175;Valid;H3-5;2476;Found;1990;2.751.667;423.333;(27.51667, 4.23333)
Acfer 167;176;Valid;L5;157;Found;1990;2.751.667;4;(27.51667, 4.0)
Dominion Range 03242;32594;Valid;H5;67.2;Found;2002;NA;NA;NA
Acfer 168;177;Valid;L6;211;Found;1990;27.6;398.333;(27.6, 3.98333)
Acfer 169;178;Valid;H3.8/4;559;Found;1990;2.773.333;411.667;(27.73333, 4.11667)
Acfer 171;179;Valid;H3.7;313;Found;1990;27.65;4.25;(27.65, 4.25)
Acfer 172;180;Valid;L6;766;Found;1990;2.766.667;416.667;(27.66667, 4.16667)
Acfer 173;181;Valid;H6;262;Found;1990;27.65;403.333;(27.65, 4.03333)
Acfer 174;182;Valid;LL6;127;Found;1990;2.748.333;386.667;(27.48333, 3.86667)
Acfer 175;183;Valid;LL5-6;153;Found;1990;2.748.333;3.85;(27.48333, 3.85)
Acfer 176;184;Valid;LL5-6;320;Found;1990;2.748.333;3.85;(27.48333, 3.85)
Acfer 177;185;Valid;LL5-6;721;Found;1990;2.748.333;3.85;(27.48333, 3.85)
Acfer 178;186;Valid;H3.7;488;Found;1990;2.748.333;3.75;(27.48333, 3.75)
Acfer 179;187;Valid;L6;163;Found;1990;2.746.667;3.75;(27.46667, 3.75)
Acfer 180;188;Valid;H3.9-5;103;Found;1990;27.6;416.667;(27.6, 4.16667)
Acfer 181;189;Valid;L6;245;Found;1990;2.766.667;4.2;(27.66667, 4.2)
Acfer 182;190;Valid;CH3;166;Found;1990;27.7;4.35;(27.7, 4.35)
Acfer 183;191;Valid;H5;114;Found;1990;2.758.333;416.667;(27.58333, 4.16667)
Acfer 184;192;Valid;H5;311;Found;1990;2.756.667;401.667;(27.56667, 4.01667)
Acfer 185;193;Valid;LL5;109;Found;1990;2.753.333;383.333;(27.53333, 3.83333)
Acfer 186;194;Valid;CR2;315;Found;1990;2.746.667;386.667;(27.46667, 3.86667)
Acfer 187;195;Valid;CR2;234;Found;1990;2.746.667;3.9;(27.46667, 3.9)
Acfer 188;196;Valid;H3.9/4;252;Found;1990;2.758.333;411.667;(27.58333, 4.11667)
Acfer 189;197;Valid;H6;53;Found;1990;27.6;418.333;(27.6, 4.18333)
Acfer 190;198;Valid;L6;4439;Found;1990;27.7;4.3;(27.7, 4.3)
Acfer 191;199;Valid;L6;188;Found;1990;27.7;4.3;(27.7, 4.3)
Acfer 192;200;Valid;H3.9-5;219;Found;1990;27.65;4.2;(27.65, 4.2)
Acfer 193;201;Valid;LL4-6;157;Found;1990;2.756.667;3.95;(27.56667, 3.95)
Acfer 194;202;Valid;H5;361;Found;1991;2.749.944;368.889;(27.49944, 3?
https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-06-11/meteorites.csv#:~:text=name%2Cid%2Cname_type;115.68333%2C%22(33.98333%2C%20%2D115.68333)%22;;;;;;;;
